Code,StationName,Staffed,StationType,Address1,Address2,Address3,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Latitude/Longitude,Elevation,Population,FreeText,TicketOfficeName,TicketOfficePh,TicketOfficeATSPh,TicketOfficeFax,TicketOfficeATSFax,TicketOfficeQueue,TicketOfficeMshPrinter,StationServicesName,StationServicesPh,StationServicesATSPh,StationServicesFax,StationServicesATSFax,StationServicesQueue,StationServicesMsgPrinter,StationServicesPaging,StationServicesATSPaging,StationServicesLostFoundPh,StationServicesLostFoundATSPh,FirstLvlSupervisorName,FirstLvlSupervisorTitle,FirstLvlSupervisorLocation,FirstLvlSupervisorPh,FirstLvlSupervisorATSPh,FirstLvlSupervisorFax,FirstLvlSupervisorATSFax,FirstLvlSupervisorQueue,FirstLvlSupervisorMsgPrinter,SecondLvlSupervisorName,SecondLvlSupervisorTitle,SecondLvlSupervisorLocation,SecondLvlSupervisorPh,SecondLvlSupervisorATSPh,SecondLvlSupervisorFax,SecondLvlSupervisorATSFax,SecondLvlSupervisorQueue,SecondLvlSupervisorMsgPrinter,WaitingRoomHours,BaggageHours,MeetAndAssistHours,TicketHours,Non-AmtrakTicket,Quik-TrakHours,MetrolinkTVMHours,LoungeHours,ExpressHours,MailOfficeHours,ParkingHours
VIS,"Visalia, California",N,Station Building (with waiting room),425 E. Oak Street,Visalia Transit Center,Amtrak Thruway Bus Stop,Visalia,CA,93291-5053,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,"36.331892,-119.288424",334,98400,"For more information, see ""Thruway Service""",,,,,,,,,,,,,,,,,,,Exemption 6,Manager Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,DISTRICT MANAGER STATIONS,"200 SANTA FE AVE. #A, HANFORD, CA.  93230",Exemption 6,,Exemption 6,,HN7,0,,,,,,,,,,,
VMW,"Six Flags Discovery Kingdom (Seasonal), Vallejo, California",N,Curbside Bus Stop only (no shelter),Highway 37 and Fairgrounds Drive,See VAL for daily Vallejo bus stop,Service is Seasonal: March-October,Vallejo,CA,94589,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,None,P,Y,30,30,"38.138008,-122.230557",83,,"For more information, see ""Thruway Service""",Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Thruway Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director Thruway Bus Operations,"Los Angeles, California",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
VNC,"Van Nuys, California",Y,Station Building (with waiting room),7724 Van Nuys Boulevard,Amtrak/Metrolink Station,,Van Nuys,CA,91405,United States,Southwest,818-901-6443,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,VNX,,,Via Rail Canada,P,Y,60,30,"34.211294,-118.448206",779,136443,"For more information, see ""Thruway Service""",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,VNC,VNCL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,VNC,VNCL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,NONE    ,Exemption 6,NONE    ,SB7,SBAL,Exemption 6,District Manager of Stations,"Santa Barbara, CA",Exemption 6,,,,,,SMTWTFS 0630-2200,SMTWTFS 0630-2030,SMTWTFS 0630-2200,SMTWTFS 0630-2145,,SMTWTFS 0630-2200,SMTWTFS 0000-2359,,,,
VRB,"Victorville (Thruway Buses), California",N,Station Building (with waiting room),16838 South D Street,Victor Valley Transit Center/Greyhound Station,,Victorville,CA,92395-3219,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,Y,VRX,,,Greyhound,P,Y,15,15,"34.537467,-117.293918",2723,25000,"For adjacent Southwest Chief train stop, see city code VRV.",,,,,,,,,,,,,,,,,,,Exemption 6,Manager of Bus Operations,Bakersfield,Exemption 6,,,,,,Exemption 6,Director of Bus Operations,Los Angeles,Exemption 6,,,,,,-MTWTFS 1000-1415 1700-1800,,,,,,,,,,
VRV,"Victorville (Southwest Chief train), California",N,Platform with Shelter,16858 South D Street,,,Victorville,CA,92395,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,VRX,,,,P,Y,30,30,"34.537200,-117.292956",2725,25000,"For adjacent Thruway bus stop, see city code VRB. ",,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,Albuquerque,Exemption 6,,Exemption 6,,,,Exemption 6,Acting Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,,Exemption 6,Exemption 6,LA3,,SMTWTFS 0001-2359,,,,,,,,,,
WAB,"Waterbury, Vermont",N,Platform with Shelter,US Highway 2 and Park Row,,,Waterbury,VT,05676,United States,Northeast,802-244-6404,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,"44.335011,-72.751806",421,1689,,Unstaffed Station,000-000-0000,,,,,,Exemption 6,,,,,,,,,,,Exemption 6,Supervisor of Customer Service,"Springfield, Ma",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SPG,SPGL,Exemption 6,Manager of Cusotmer Service,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,SMTWTFS 0830-1030 1915-2115,,,,,,,,,,
WAC,"Wasco, California",N,Platform with Shelter,700 G Street,,,Wasco,CA,93280-2026,United States,Pacific,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,Y,,,,,P,Y,30,30,"35.594092,-119.332309",337,24279,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"200 Santa Fe Ave., #A, Hanford, CA  93230",Exemption 6,NONE    ,Exemption 6,NONE    ,HN7,HNFL,Exemption 6,Assistant Superintendent of passenger services,"Oakland, CA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PLH,,,,,,,SMTWTFS 0000-2359,,,,,
WAH,"Washington, Missouri",N,Station Building (with waiting room),301 West Front Street,,,Washington,MO,63090-2118,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"38.561466,-91.012717",495,13000,Washington has a wheelchair lift effective 5/13//2004!,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager,ST LOUIS MISSOURI,Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,SMTWTFS 0736-2000,,,,,,,,,,
WAR,"Warrensburg, Missouri",N,Station Building (with waiting room),100 South Holden Street,,,Warrensburg,MO,64093-2331,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"38.762750,-93.740900",832,13807,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Station Manager,"ST LOUIS, MO",Exemption 6,Exemption 6,Exemption 6,Exemption 6,ST7,STLL,Exemption 6,Assistant Superintendent Stations,"Chicago, Il",Exemption 6,NONE    ,,NONE    ,,,S-----S 0700-2100; -MTWTF- 0730-2100,,,,,,,,,,
WAS,"Washington, District of Columbia",Y,Station Building (with waiting room),50 Massachusetts Avenue NE,Union Station,,Washington,DC,20002-4214,United States,Mid-Atlantic,202-906-3260,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,,,,"MARC, VRE, VIA",E,Y,60,30,"38.896993,-77.006422",56,650000,"Construction in and around station, see Miscellaneous screen",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WAS,P438,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WAS,P960,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,"R. Funk, K. Larkin, B. Exum J. Wilson (Managers)","Washington Union Station, office near Starbuck's",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,????,Exemption 6,"Assistant Superintendent, Station Operations","Washington Union Station, Suite 100 - office near Gate A",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,????,SMTWTFS 0000-2359,SMTWTFS 0530-2200,SMTWTFS 0000-2359,S-----S 0500-2200; -MTWTF- 0430-2200,,SMTWTFS 0000-2359,,S-----S 0500-2130; -MTWTF- 0445-2130,SMTWTFS 1100-1900,,
WAU,"Waupaca, Wisconsin",N,Curbside Bus Stop only (no shelter),1222 West Fulton Street,Waupaca Mobil Travel Center,,Waupaca,WI,54981-8236,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,"44.356797,-89.119758",906,,,,,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service",433 West St. Paul Avenue / Milwaukee / WI / 53203,Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,MKEL,Exemption 6,"ASSISTANT SUPERINTENDENT, PASSENGER SERVICES","525 W. Van Buren St., Chicago, IL 60607",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
WBG,"Williamsburg, Virginia",Y,Station Building (with waiting room),468 North Boundary Street,,,Williamsburg,VA,23185-3650,United States,Mid-Atlantic,757-229-8750,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,30,"37.276414,-76.708564",77,10000,,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WBG,WBGL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WBG,WBGL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,"District Manager, Customer Service","Richmond, VA (RVR)",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RV7,RVRP,Exemption 6,"Assistant Superintendent, Customer Service","Washington, DC",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,????,S----FS 0730-2200; -MTWT-- 0730-2030,,S----FS 0730-2200; -MTWT-- 0730-2030,S----FS 0730-2200; -MTWT-- 0730-2030,,S----FS 0730-2200; -MTWT-- 0730-2030,,,,,
WBL,"West Baltimore, Maryland",,Pseudo Station,401 Smallwood Street,MARC Station,,Baltimore,MD,21202,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCH,"Westchester, California",N,Curbside Bus Stop only (no shelter),6860 Park Terrace Drive,Culver City Transit route 6 stop,,Westchester,CA,90045,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,"33.975825,-118.392390",69,,"For more information, see ""Thruway Service""",Unstaffed Thruway Bus Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
WCT,"White City, Oregon",N,Curbside Bus Stop only (no shelter),7455 Highway 62,at Highway 140,Cascade Bingo,White City,OR,97503,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,"42.423973,-122.852689",1315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDB,"Woodbridge, Virginia",N,Platform with Shelter,1040 Express Way,,,Woodbridge,VA,22194,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,"38.658915,-77.247852",49,,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Services","Richmond, Virginia",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RV7,RVRP,Exemption 6,Superintendent - Passenger Services,"Washington, DC",Exemption 6,Exemption 6,Exemption 6,Exemption 6,WA3,????,,,,,,,,,,,
WDL,"Wisconsin Dells, Wisconsin",N,Station Building (with waiting room),100 LaCrosse Street, Intersection of Superior and La Crosse Streets,,Wisconsin Dells,WI,53965,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,"43.626509,-89.777451",891,2476, Caretaker help pax 7 days / wk.  No tkt or bag,Unstaffed Station - Depot Phone,Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,None,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,None,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager - Stations,"433 W. St. Paul Avenue, Milwaukee WI 53203",Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,MKEL,Exemption 6,Assistant Superintendent of Stations - Midwest,525 West Van Buren Street / 2nd Floor / Chicago IL 60606,Exemption 6,Exemption 6,Exemption 6,Exemption 6,   ,    ,S---TFS 1100-1800; -MTW--- 1100-1300 1645-1845,,,,,,,,,,
WDO,"Waldo, Florida",N,Station Building (with waiting room),14648 NE 147th Avenue,Intersection Hwy 301 & SR24,,Waldo,FL,32694-0802,United States,Southern,352-468-9422,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,"29.790507,-82.166727",153,,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Jacksonville, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,JA7,JAXL,Exemption 6, Asst. Superintendent - Passenger Services,"Miami, Fl.",Exemption 6,Exemption 6,Exemption 6,Exemption 6,MI7,MOE7,,,,,,,,,,,
WDR,"Waldoboro, Maine",N,Curbside Bus Stop only (no shelter),1519 Atlantic Highway,Mobil Station/Big Apple Convenience Store,,Waldoboro,ME,04572,United States,Northeast,207-832-4110,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Concord Trailways,E,Y,30,30,"44.101471,-69.382112",51,,"For more information, see ""Thruway Service""","Concord Trailways contract agent, no Amtrak sales",Exemption 6,,,,,,,,,,,,,,,,,Exemption 6,Project Director,"Portland, Maine",Exemption 6,,Exemption 6,,,,,,,,,,,,,S------ 0600-2100; -MTWTFS 0500-2200,,,,,,,,,,
WEM,"Wells, Maine",N,Station Building (with waiting room),696 Sanford Road,,,Wells,ME,04090,United States,Northeast,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"43.320836,-70.612192",133,10038,PAYPHONE AND RESTROOM,,,,,,,,,,,,,,,,,,,Exemption 6,Assistant Superintendent,"Portland, ME",Exemption 6,NONE    ,Exemption 6,NONE    ,POR,R3A9,Exemption 6,Superintendent - Passenger Services,"Boston, MA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P424,SMTWTFS 0600-2100,,,,,SMTWTFS 0600-2100,,,,,
WEN,"Wenatchee, Washington",N,Platform with Shelter,Kittitas & South Columbia Streets,Bus stop is across the street from train platform,,Wenatchee,WA,98801-6008,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,,,,,P,Y,30,30,"47.421556,-120.306552",650,17000,"For more information, see ""Thruway Service""",Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,,,,,,,,,,,
WES,"Westwood-UCLA, California",N,Curbside Bus Stop only (no shelter),592 Gayley Ave.,LAMTA route 2 stop (westbound),,Los Angeles,CA,90024,United States,Southwest,800-872-7245,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,"34.068772,-118.448979",373,,,Unstaffed Thruway Stop,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager of Bus Operations,"Bakersfield, California",Exemption 6,,Exemption 6,,,,Exemption 6,Director of Bus Operations,"Los Angeles, California",Exemption 6,,Exemption 6,,,,,,,,,,,,,,
WFD,"Wallingford, Connecticut",N,Platform with Shelter,37 Hall Avenue,,,Wallingford,CT,06492,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"41.456969,-72.825221",78,38000,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Of Stations,"New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,Exemption 6,"Manager, Customer Service","New Haven, CT",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NH7,NHVL,,,,,,,,,,,
WFH,"Whitefish, Montana",Y,Station Building (with waiting room),500 Depot Street,,,Whitefish,MT,59937-2567,United States,Pacific Northwest,406-862-2268,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,M,Y,60,30,"48.413474,-114.335575",3033,5032,BAGGAGE MUST BE CHECKED 15 MINUTES PRIOR TO TRAIN ARRIVAL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WFH,WFHL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WFH,WFHL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager Stations,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0600-1400 1500-2230,SMTWTFS 0600-1400 1500-2230,SMTWTFS 0600-1400 1500-2230,SMTWTFS 0600-1400 1500-2230,,,,,SMTWTFS 0600-1400 1500-2230,,
WGL,"West Glacier, Montana",N,Station Building (with waiting room),Highway 2 and Going-to-the-Sun Highway,,,West Glacier,MT,59936,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,M,Y,30,30,"48.496218,-113.979164",3230,200,,Unstaffed Station,000-000-0000,,,,,,Exemption 6,000-000-0000,,,,,,,,,,Exemption 6,District Manager Stations,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,,SE7,P706,Exemption 6,Asst Superintendent Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,-MTWTF- 0800-1630,,,,,,,,,,
WGM,"Washington Grove, Maryland",,Pseudo Station,100 Railroad Street,MARC Station,,Gaithersburg,MD,20877,,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,"null,null",,,"MARC commuter trains only, no Amtrak trains stop here",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHL,"Whitehall, New York",N,Platform with Shelter,Main Street and Saunders Street,,,Whitehall,NY,12887,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,"43.554740,-73.403206",130,3000,,UNSTAFFED SHELTER,000-000-0000,,,,,,Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,Exemption 6,District Manager Stations,"ALBANY/RENSSELAER, NY",Exemption 6,Exemption 6,Exemption 6,Exemption 6,AL7,ALBL,Exemption 6,District Superintendent Empire Service,"Albany/Rensselaer,N.Y.",Exemption 6,Exemption 6,,,al7,,,,,,,,,,,,
WIH,"Wishram, Washington",N,Platform with Shelter,1 Railroad Avenue,,,Wishram,WA,98673,United States,Pacific Northwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,"45.657669,-120.966142",179,500,,Unstaffed Station,000-000-0000,,,,,,,,,,,,,,,,,Exemption 6,Manager Stations,"Portland, OR",Exemption 6,Exemption 6,Exemption 6,Exemption 6,PD7,YCE7,Exemption 6,Asst Superintendent - Passenger Service,"Seattle, WA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,SE7,P706,SMTWTFS 0000-2359,,,,,,,,,,
WIL,"Wilmington, Delaware",Y,Station Building (with waiting room),100 South French Street,,,Wilmington,DE,19801-5036,United States,Mid-Atlantic,302-429-6529,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,,,,SEPTA   800-652-3278,E,Y,60,30,"39.737263,-75.551095",9,75000,Greyhound/Trailways across MLK Blvd. 1 Block away ,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WIL,P44D,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WIL,P44D,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,"District Manger, Stations.",Wilmington Customer Service    cell 215-397-8650,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WIL,P44D,Exemption 6,"Asst. Superintendent, Passenger Services",Philadelphia 30th St Station,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PH7,,SMTWTFS 0400-2359,SMTWTFS 0730-2200,SMTWTFS 0730-2200,S------ 0600-2130; -MTWTF- 0545-2130; ------S 0600-2045,-MTWTF- 0600-1800; ------S 0800-1230,SMTWTFS 0400-2359,,,SMTWTFS 0730-2200,SMTWTFS 0730-2200,SMTWTFS 0001-2359
WIN,"Winona, Minnesota",Y,Station Building (with waiting room),65 East Mark Street,,,Winona,MN,55987,United States,Central,507-452-8612,Y,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,"44.044404,-91.640073",656,26785,"See ""Miscellaneous"" or ""Thruway"" for service to Rochester.",Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WIN,WINL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WIN,WINL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager - Stations,"433 W. St. Paul Avenue, Milwaukee WI 53203",Exemption 6,NONE    ,Exemption 6,NONE    ,MK7,MKEL,Exemption 6,Assistant Superintendent of Stations - Midwest,525 West Van Buren Street / 2nd Floor / Chicago IL 60606,Exemption 6,Exemption 6,Exemption 6,Exemption 6,   ,    ,SMTWTFS 0845-1145 1745-2045,SMTWTFS 0845-1145 1745-2045,,SMTWTFS 0845-1145 1745-2045,,,,,SMTWTFS 0845-1145 1745-2045,,
WIP,"Winter Park/Fraser, Colorado",N,Platform with Shelter,205 Fraser Avenue,,,Fraser,CO,80442,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,Y,30,30,"39.947566,-105.817388",8567,500,,,,,,,,,,,,,,,,,,,,Exemption 6,"District Manager, Customer Service","Galesburg, IL",Exemption 6,,Exemption 6,Exemption 6,,,Exemption 6,Asst. Superintendent - Passenger Services,"Chicago, IL",Exemption 6,,,,,,,,,,,,,,,,
WIT,"Wittenberg, Wisconsin",N,Curbside Bus Stop only (no shelter),505 Grand Avenue,Wittenberg Shell,,Wittenberg,WI,54499,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,15,15,"44.826834,-89.164447",1172,,,,,,,,,,,,,,,,,,,,,Exemption 6,District Manager of Stations,"433 West St. Paul Avenue, Milwaukee WI 53203",Exemption 6,,Exemption 6,,MK7,,Exemption 6,Asst Superintendent of Stations,"525 W. Van Buren St., Chicago, IL 60607",Exemption 6,Exemption 6,Exemption 6,Exemption 6,,,,,,,,,,,,,
WLN,"Wilson, North Carolina",Y,Station Building (with waiting room),401 East Nash Street,,,Wilson,NC,27893,United States,Southern,252-246-1060,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,E,Y,60,60,"35.723135,-77.908029",141,37000,Passenger Check-in Is One Hour Before Train Departure,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WLN,WLNL,Exemption 6,Exemption 6,NONE    ,Exemption 6,NONE    ,WLN,WLNL,Exemption 6,NONE    ,Exemption 6,NONE    ,Exemption 6,District Manager - Stations,"400 South West Street, Raleigh, NC 27601",Exemption 6,Exemption 6,Exemption 6,Exemption 6,RG7,,Exemption 6,Assistant Superintedent - Passenger Services,"1001 Loyola Ave, New Orleans, LA 70013",Exemption 6,Exemption 6,Exemption 6,Exemption 6,NO7,N0F6,SMTWTFS 0900-1700,SMTWTFS 0900-1630,SMTWTFS 0900-1630,SMTWTFS 0900-1630,SMTWTFS 0900-1700,SMTWTFS 0900-1700,,,SMTWTFS 0900-1630,,SMTWTFS 0000-2359
WLO,"Winslow, Arizona",N,Platform with Shelter,303 East Second Street (Route 66),(La Posada Hotel Lobby),,Winslow,AZ,86047,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,M,N,30,30,"35.021666,-110.694981",4853,9000,,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
WLY,"Westerly, Rhode Island",Y,Station Building (with waiting room),14 Railroad Avenue,,,Westerly,RI,02891,United States,Northeast,401-596-2355,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,Via Rail Canada,E,Y,60,45,"41.381081,-71.829780",34,30000,"Eff:  May 7, 2012  Station opened for Train # 66",Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,WLY,WLYL,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,PVD,P78F,Exemption 6,Exemption 6,Exemption 6,Exemption 6,Exemption 6,District Manager - Stations,"Boston, MA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P43B,Exemption 6,Superintendent - Passenger Services,"Boston, MA",Exemption 6,Exemption 6,Exemption 6,Exemption 6,BO7,P424,-MTWTF- 0530-1315,,-MTWTF- 0530-1315,-MTWTF- 0530-1315,,-MTWTF- 0530-1315,,,,,
WMA,"Williams, Arizona",N,Station Building (with waiting room),233 North Grand Canyon Blvd,Grand Canyon Railway Depot,,Williams,AZ,86046-2563,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,,,,,,M,N,30,30,"35.251950,-112.190106",6762,3201,Pax for Williams Junction shuttle must check in inside hotel,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent - Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
WMJ,"Williams Junction, Arizona",N,Platform only (no shelter),"No address, no private access",Book free shuttle from WMA,,Williams Junction,AZ,86046,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,,,,,,M,N,30,30,"35.251950,-112.190106",6762,0,Access only by free shuttle from WMA.  No private vehicles.,Unstaffed Station,,,,,,,,,,,,,,,,,,Exemption 6,District Manager Stations,"Albuquerque, NM",Exemption 6,,,,,,Exemption 6,Acting Superintendent Passenger Services,"Los Angeles, CA",Exemption 6,Exemption 6,,,LA3,,,,,,,,,,,,
